Timestamp|Amount|Caller|Note|txHash
1664227931|12340000000000000|0x6e5c10f5b5363fcd1762b846024bb43629337836||0x68d90268b4a601555e83acadffc9efcc01efecc1a87a2cdcd546b5af0479da34
1664202407|238106642279243377|0x90eda5165e5e1633e0bdb6307cdecae564b10ff7|Fee from @wagmistudios|0xd4a9b0ecc93af432a0e037f1225448b358f387023e1487a2538599c6d029eae9
1664166431|236236059745993521|0x22fea913fd7f729303bae66ef40a044c73ffadce|Fee from @lexicondevils|0x14bf174479e68460ff8611497fc9c87ec820d5d0fa3f8f5179cad95c5cda1256
1664152631|85086149026627881|0xf0fe43a75ff248fd2e75d33fa1ebde71c6d1abad|Fee from @johnnydao|0x125d94032bc46450ce1936d43fc3c72b56e5d3eeb01a6506fcb66f75977b4475
1664146715|567365488024418525|0xe16a238d207b9ac8b419c7a866b0de013c73357b|Fee from @peel|0x24758511cd779ede42a8d4ccd1ec757faa64e9236d4aff72a92f2bf3979ed62d
1664092163|3196493076459963878|0xf8284136b169213e4c50ce09f3e1d9a9b484baea|Fee from @juicebox|0xd0e0f4a5c9d8e343b68197e552d4d56f001306226473f4ca2cb2dc65962370e2
1663920299|1000000000000000|0xa13d49fcbf79eaf6a0a58cbdd3361422db4eaff1|http://localhost:3000/assets/stickers/banny_popcorn.png|0x4f2ec5a82295dc492432befb6bc934aaf5b1fef1b036a4353523e523a8581cee
1663800539|48780487804878049|0x3b43f968526cbece972bbb93b543cc299f296f47|Fee from @offerbotdao|0x6cc8397ad472c95d455b3a530ee5a10c0c4b5b6a1528a50ef45a05973542fa67
1663636463|143799507910523844|0xf0fe43a75ff248fd2e75d33fa1ebde71c6d1abad|Fee from @johnnydao|0x808e21006d01a72a900bd83b388859698596fb3e5ca4864ed73bf09730b01ca0
1663551479|544091425142612564|0xe16a238d207b9ac8b419c7a866b0de013c73357b|Fee from @peel|0xd40f408a39dee37cafba09cefa300f28f32b553d9bde8cf09d567278ef70acc8
1663428839|694390000000000|0x673ed2dbd171a2cb7f596bc8bf7bc6080b592afe|Test|0x65d93cfa4ad483b94de68c681b8b317fd27dca3ebf619a6a2e7d946dd847548c
1663354211|700400000000000|0xc82970ce17c5b6ee0fef129297f217b2f5dfe1f7|m|0x19ce9f5250a12a90d7df08f409fddf2e43805857409bfee67f68086015894cb6
1663224527|62577050000000000|0x6877be9e00d0bc5886c28419901e8cc98c1c2739|THE MERGE|0x55988aaabb846d1c0307073a50045e670913957018d48adf12c70e12464d3b80
1663223463|100000000000000000|0x2cfefe10526d983033890a93a0a1c9fb05c31a5c||0x1fbb2fb995f08916047ee328c61cb06102684a7b4461abebf49a8d89faa0e507
1663056228|1146613563365542485|0x9fb587b08bb31e81be3c63231c3069706ca69260|Fee from @domaindao|0xea2bd45e8e91df71bb71cdcf97a4ce36ffe77b354f7e3fd96529375189d2dadd
1663030497|1000000000000000|0x7f726bae10bd055fac980abd001945fd9a1d6879||0x9f26c6683f55fddb7480c2071be12691f1dec5a40c38d1326823e58b2f0025ab
1663013967|7233621142660243|0x60535a6605958fff6cec5b1e92892601efb3473b|Fee from @slice|0x90da3725b7d8194b3878a1105d58834f9e8675b29dba2697fdd139eb1291ca0b
1663001614|157971449965861970|0x90eda5165e5e1633e0bdb6307cdecae564b10ff7|Fee from @wagmistudios|0x5b5966d48f3900bf6e95f22245e1fd294ce19230dcdf2d3e0771f244c8c8a1f9
1662942687|414897675515028044|0xe16a238d207b9ac8b419c7a866b0de013c73357b|Fee from @peel|0x030b5218b2316b36a410d6d96693c4824053009bac08d145c2151e468663b11a
1662932285|178742573217755413|0x22fea913fd7f729303bae66ef40a044c73ffadce|Fee from @lexicondevils|0xd1e9c674f81cb62079c770c2b70252ce64f726a1d0ff52278b8d880c62ff104c
1662880342|2142462350212821726|0xa938375053b1dcc520006503c411d136c2dca101|Fee from @juicebox|0x71fc26f58f57c3e4513f063741b007fba44a24d3218fb4441f40bba0b1b230a2
1662434028|67386895409259552|0xf0fe43a75ff248fd2e75d33fa1ebde71c6d1abad|Fee from @johnnydao|0x00cf0b6e4eb4f22017eff61a1b67507fd34b08cd91f5969ecbce5a19c97d6902
1662423167|449452773270432318|0xe16a238d207b9ac8b419c7a866b0de013c73357b|Fee from @peel|0x24ed2e61472c14b7a92ed8e9648bd6c4a24e7e5999a40baa939f5c39e2c66ab8
1661860107|170561317722399291|0x111040f27f05e2017e32b9ac6d1e9593e4e19a2a|Fee from @wagmistudios|0xef5838366899a06539898aacfcd4e245dd86f616ab15427bb362e0db77439cbc
1661834283|200059673158055027|0xf0fe43a75ff248fd2e75d33fa1ebde71c6d1abad|Fee from @johnnydao|0xfcd17eb50f7c439f7b63a2acf1888a2c8343aa4fa01ca54c844bc5d99198909c
1661801236|216376163334321206|0x22fea913fd7f729303bae66ef40a044c73ffadce|Fee from @lexicondevils|0xc89ee331ee0709bc7e3e4ae723662fe4c6a3d57d48b30e505a0e07e926ae57d1
